empresa,nome_vaga,localidade,descricao,requisitos,link,data_etl
AMCOM,Pessoa Cientista de Dados Sênior com foco em IA Generativa,Remota,"Somos inspired by tech powered by people. Por isso, precisamos de pessoas apaixonados por desafios e com sede de aprendizado contínuo. Buscamos por novos makers para sonharem com a gente, que enxerguem além do óbvio e que estejam prontos para se juntar a nós nessa jornada de transformação e crescimento. Estamos expandindo nossos horizontes e buscamos pessoas que compartilhem dessa mesma paixão pela tecnologia e pelo aprendizado contínuo. Se você se encaixa nesse perfil, venha fazer parte do noss...","Experiência sólida com Python; | Conhecimento avançado em Machine Learning e NLP; | Experiência prática com LLMs e IA Generativa; | Implementação de arquitetura RAG; | Experiência com bancos vetoriais (FAISS, Pinecone, Weaviate, Chroma ou similares);",https://amcom.inhire.app/vagas/2637bc80-302d-4e04-91f3-0e1dae96a0bb/pessoa-cientista-de-dados-senior-com-foco-em-ia-generativa,2026-03-16 08:18:09
CIELO,Analista de Dados Júnior | Vaga Exclusiva para PcD | Barueri (SP),Remoto,"Somos mais que uma máquina, somos pessoas que transformam ecriam infinitas possibilidades. Na Cielo, a gente trabalha comautonomiapara escrever nossa própria jornada,liberdadepara ser quem a gente é, e a oportunidade defazer acontecer. Somos um time quesonha no plural, oferecendo uma experiência completa e focando no bem-estar físico e mental de nossos mais de 7.000 colaboradores e suas famílias. Bora realizar seus sonhos com a gente!","Ensino Superior cursando e ou completo; | Domínio de ferramentas de análise Excel; | Conhecimento básico a intermediário em banco de dados (Ex.:SQL); | Aptidão em ferramentas de visualização de dados (Power Bi, Tableu, Looker e etc.); | Conhecimento básico em Python;",https://cielo.inhire.app/vagas/9761dc9b-0af4-4183-8236-da429c90163f/analista-de-dados-junior-or-vaga-exclusiva-para-pcd-or-barueri-sp,2026-03-16 08:21:12
CIELO,Coordenador (a) de Estratégia e Dados,Remoto,"Somos mais que uma máquina, somos pessoas que transformam ecriam infinitas possibilidades. Trabalhamos parasimplificar e impulsionar negócios para todas as pessoas,oferecendo soluções financeiras inteligentes. Aqui, investimos emtecnologia, promovemosdesenvolvimentoe fomentamos ainovaçãopara criar caminhos possíveis e gerar impacto positivo no mundo. Na Cielo, a gente trabalha comautonomiapara escrever nossa própria jornada,liberdadepara ser quem a gente é, e a oportunidade defazer acontecer. So...","Ensino Superior Completo em  ADM, Finanças, Economia e/ ou afins; | Pós graduação completa em ADM., Finanças, Ciencias Contabeis, Eng. e/ou afins; | Sólida experiência em Finanças, Planejamento e/ou Estratégia; | Ser orientado a resultado, buscando sempre a melhoria dos processos existentes; | Excel e PowePoint avançado;",https://cielo.inhire.app/vagas/1d846478-6242-41fd-b2d7-4f0c90e48552/coordenador-a-de-estrategia-e-dados,2026-03-16 08:21:51
DB1,Analista de Dados Júnior,Presencial," Na DB1, cada linha de código, teste ou insight é uma chance de criar impacto real. Somos movidos pela curiosidade e pelo desejo de transformar problemas complexos em soluções que simplificam a vida das pessoas. Gostamos de experimentar, aprender e inovar, e por isso esse é o lugar para colocar seu talento à prova. Se você combina inteligência com uma vontade incansável de aprender e evoluir, e tem uma postura resiliente moldado por superações, já carrega muito daessência DB1.Aqui, cada desafio ...",Não informado,https://db1.inhire.app/vagas/790fd7ab-c7d7-46ac-aa90-4b56381c7968/analista-de-dados-junior,2026-03-16 08:22:32
GEX,Analista de Dados Sênior - Marketing Digital,Remota,"O time da GEX é formado por pessoas com garra — que aprendem fazendo, se envolvem de verdade com o que entregam e levam o trabalho a sério. Nos esforçamos todos os dias com o propósito de levareducação, saúde e qualidade de vidapara milhares de pessoas ao redor do mundo, com responsabilidade e honestidade. Aqui, valorizamos quem propõe, se envolve e tem vontade de crescer no time.Se você quer fazer parte de uma equipe colaborativa e que trabalha com intensidade, se inscreva e venha viver essa jo...",Não informado,https://gex.inhire.app/vagas/d631ac38-683f-45f3-9e31-718b90100807/analista-de-dados-senior-marketing-digital,2026-03-16 08:24:07
GRUPOESCALAR,Analista de Dados,presencial,"Missão do Cargo: Atuar como pilar de estruturação, controle e melhoria contínua da área de dados, promovendo uma cultura de agilidade, entregas com valor e visão estratégica. Será responsável por organizar os bancos de dados, facilitar as cerimônias ágeis e garantir a qualidade das entregas e da informação. Ser um protagonista na transformação digital. ",Superior em andamento ou completo; | Excel avançado,https://grupoescalar.inhire.app/vagas/101330a9-7ad3-4f8e-aed8-2d9a236eb62c/analista-de-dados,2026-03-16 08:24:58
KPMG,Analista de Dados,Não informado,"Inclusão e respeito à diversidade e equidade fazem parte do DNA da KPMG. Aqui valorizamos todas as pessoas, encorajando e empoderando os nossos profissionais para que se sintam parte das nossas conquistas. Independente da sua idade, gênero, raça, cor, credo, orientação, sexual, etnia, origem nacional ou deficiência, te convidamos a fazer a diferença. Venha fazer parte do time KPMG!","Formação em Ciência da Computação, análise e desenvolvimento de sistemas e áreas afins. | Capacidade de explicar conceitos técnicos de maneira clara e acessível para diferentes públicos. | Bons conhecimentos em Python. | Possuir experiência com SQL, Spark e databricks. | Desejável Power BI básico",https://kpmg.inhire.app/vagas/813d27b0-d4ea-4558-ac85-c23e781625a1/analista-de-dados,2026-03-16 08:27:18
KPMG,Analista de Dados (Power BI),Não informado,"Inclusão e respeito à diversidade e equidade fazem parte do DNA da KPMG. Aqui valorizamos todas as pessoas, encorajando e empoderando os nossos profissionais para que se sintam parte das nossas conquistas. Independente da sua idade, gênero, raça, cor, credo, orientação, sexual, etnia, origem nacional ou deficiência, te convidamos a fazer a diferença. Venha fazer parte do time KPMG!","Ensino superior em Ciência de Dados, Estatística, Engenharia, Economia, Administração, Sistemas de Informação, TI/Computação, Matemática ou áreas correlatas. | Power BI Desktop (modelagem, visuais, bookmarks, drillthrough): Avançado | Power BI Service (workspaces, apps, refresh, gateways, permissões): Intermediário/Avançado | Power Query (M) (ETL, merges, parâmetros, dataflows): Intermediário/Avançado | DAX (medidas, contexto de filtro, time intelligence, performance): Avançado",https://kpmg.inhire.app/vagas/f8cac218-5b40-4d01-b34d-aca0ada9cfb6/analista-de-dados-power-bi,2026-03-16 08:27:57
MJV,Analista DataViz,Não informado,"Descrição da Vaga:Buscamos um(a) Analista Data Viz com forte capacidade analítica e senso estético apurado para desenvolver dashboards interativos, intuitivos e eficientes. A pessoa será responsável por transformar dados em insights visuais claros, garantindo a melhor experiência para os usuários e stakeholders. Responsabilidades: Desenvolver dashboards e relatórios interativos em Power BI, com foco em usabilidade e performance.",Não informado,https://mjv.inhire.app/vagas/af15c708-a2e5-424a-89e6-3099177b2cec/analista-dataviz,2026-03-16 08:30:04
MJV,Analista de Dados,remoto,"Descrição da vaga Buscamos umAnalista de Dados Sêniorcom perfil analítico e técnico para atuar na vanguarda da tomada de decisão baseada em dados. O profissional será responsável por transformar grandes volumes de dados em insights acionáveis, demonstrando domínio em ferramentas de visualização e uma compreensão sólida de processos de ETL e infraestrutura de nuvem. Desenvolvimento de Dashboards: Criar e manter painéis de visão gerencial e executiva utilizando Tableau, garantindo uma experiência ...","Domínio em Visualização: Experiência avançada em Tableau para a criação de dashboards complexos e intuitivos. | Conhecimentos de Dados: Sólida experiência com SQL para consultas e manipulação de bancos de dados. | Experiência com ETL/Engenharia: Vivência com Alteryx ou ferramentas similares de preparação de dados, além de familiaridade com ecossistemas de nuvem, preferencialmente AWS (Athena, Glue, S3).",https://mjv.inhire.app/vagas/71bca440-9c9a-4de6-944c-6c0e9257d149/analista-de-dados,2026-03-16 08:30:11
MJV,Cientista de Dados,Remota,"Sobre Nós:A MJV Technology & Innovation é uma consultoria global com escritórios na Europa, América Latina e América do Norte. Atuamos como parceiros dos nossos clientes para identificar criativamente oportunidades que inspirem crescimento e promovam mudanças, com foco em transformações empresariais por meio de Design Thinking e estratégias digitais.https://www.mjvinnovation.com Descrição da Vaga: Perfil esperado:","Formação em áreas quantitativas (Estatística, Matemática, Física, Engenharia, Ciência da Computação ou áreas correlatas); | Experiência prática com Python para análise de dados e modelagem; | Conhecimento sólido de SQL; | Boa base em estatística, probabilidade e análise de dados; | Capacidade de aprender rapidamente novos domínios e contextos;",https://mjv.inhire.app/vagas/2882f0aa-cf0a-46f8-9510-622b47530230/cientista-de-dados,2026-03-16 08:30:50
MJV,Designer Gráfico (experiência em Dataviz),Remota,"Buscamos um(a) profissional que una sensibilidade estética e pensamento analítico, capaz de transformar dados complexos em visualizações claras, estratégicas e visualmente impactantes. O foco da função é estruturar informações, indicadores e análises em formatos visuais que apoiem a tomada de decisão e apresentações executivas, garantindo consistência visual e precisão dos dados. Principais Responsabilidades","Domínio do pacote Adobe (Illustrator, Photoshop, InDesign) ou ferramentas equivalentes. | Experiência com ferramentas de visualização de dados (ex.: Power BI, Looker, Tableau ou similares). | Conhecimento em princípios de Data Visualization (hierarquia visual, contraste, clareza, redução de ruído). | Experiência na criação de apresentações executivas. | Boa compreensão de métricas e indicadores de negócio.",https://mjv.inhire.app/vagas/dcbe3390-06b0-42f1-b7f8-0e23c77f1e34/designer-grafico-experiencia-em-dataviz,2026-03-16 08:30:57
MJV,Especialista de Dados (Pré-Vendas / Consultoria),Não informado,"Sobre a posição: Buscamos um(a) Especialista de Dados para atuar na frente de pré-vendas e consultoria técnica, apoiando nossas áreas comerciais e de entrega na construção de soluções de dados. É um papel estratégico que exige capacidade de dialogar com gestores, diretores e C-level, traduzindo necessidades de negócio em propostas técnicas consistentes. Principais Responsabilidades",Não informado,https://mjv.inhire.app/vagas/457b64dc-9b74-4cf3-8433-440691dcfb86/especialista-de-dados-pre-vendas-consultoria,2026-03-16 08:31:36
PAYTRACK,Analista de Dados - CS (RevOps) | Blumenau,Presencial,"Se você é apaixonado por resolver problemas e desenvolver soluções, e quer trabalhar com tecnologias de ponta em um ambiente dinâmico, esta vaga é para você! Somos umascale-upcom resultados incríveis, crescendo rápido e ainda com muito a ser estruturado, criado, testado, adaptado, expandido - grande oportunidade para colocar em prática seus conhecimentos, ser muito reconhecido, deixar sua marca na nossa história (e uma marcona no seu currículo). Buscamos resultados ambiciosos para os próximos an...",Não informado,https://paytrack.inhire.app/vagas/fad74a30-4453-4ca9-9796-03048c30e788/analista-de-dados-cs-revops-or-blumenau,2026-03-16 08:34:17
PAYTRACK,Analista de Dados Sênior | Blumenau,Presencial,"Se você é apaixonado por resolver problemas e desenvolver soluções, e quer trabalhar com tecnologias de ponta em um ambiente dinâmico, esta vaga é para você! Somos umascale-upcom resultados incríveis, crescendo rápido e ainda com muito a ser estruturado, criado, testado, adaptado, expandido - grande oportunidade para colocar em prática seus conhecimentos, ser muito reconhecido, deixar sua marca na nossa história (e uma marcona no seu currículo). Buscamos resultados ambiciosos para os próximos an...",Não informado,https://paytrack.inhire.app/vagas/1332a69e-31a6-4670-a6e5-2f6ed7cd3450/analista-de-dados-senior-or-blumenau,2026-03-16 08:34:56
RADIX,Profissional  Cientista de Dados Sênior,Remota,"A primeira coisa que você precisa saber é que aqui você não vai cair na rotina. A Radix desenvolve soluções para empresas de diferentes setores e indústrias. Cada projeto tem suas tecnologias, soluções e prazos e você terá oportunidade de atuar e experimentar diferentes desafios. Além da nossa atuação pelo Brasil, com escritório no Rio de janeiro, São Paulo e Belo Horizonte, temos também filiais nos Estados Unidos, fazendo com que a Radix se consolide cada vez mais como uma empresaglobal. Quer f...",Não informado,https://radix.inhire.app/vagas/d7c2a00b-bb75-4e28-bd3b-943728e84f04/profissional-cientista-de-dados-senior,2026-03-16 08:36:21
SYMPLA,Analista de dados sênior | Remoto,Remoto,"A maior e melhor plataforma de ingressos do Brasil! 🩵 Existimos para simplificar a conexão das pessoas a momentos únicos, e temos orgulho de ter inovação no nosso DNA. Acreditamos em experiências significativas, descomplicadas e completas! E parasonhar grandecom a gente, estamos sempre buscando mais pessoas incríveis.",Não informado,https://sympla.inhire.app/vagas/0bba6fdc-307a-40b5-a7bb-3cc875f63d69/analista-de-dados-senior-or-remoto,2026-03-16 08:37:47
UPFLUX,Engenheiro de Dados & Valor,Não informado,"Buscamos um Arquiteto de Soluções e Dados com perfil consultivo e visão sistêmica para a área de Engenharia de Valor, sendo o elo técnico em pré-vendas que viabiliza a materialização de Process Intelligence em ROI para nossos clientesEnterprise. Além de ser responsável pela infraestrutura de dados na pré-venda, atuará como um facilitador estratégico, entrando em discussões de alto nível com times de TI e Segurança da Informação.  Design de Integração:Projetar e viabilizar arquiteturas de extraçã...","Sólida experiência em arquitetura de dados, incluindo design de APIs, Webhooks, infraestrutura Cloud e microserviços;",https://upflux.inhire.app/vagas/1d68828f-73d2-4c71-9a5d-db83eb909f06/engenheiro-de-dados-and-valor,2026-03-16 08:39:56
UPFLUX,Engenheiro de Dados Python | Pleno,Remota, A UpFlux é a primeira plataforma de Process Mining do Brasil! 🚀 A nossa missão é gerenciar e melhorar a eficiência operacional de processos através do mapeamento de ineficiências com uso de inteligência artificial.,"Experiência com Python; | Bibliotecas (Pandas, NumPy, Polars, etc...); | Conhecimento em processamento de grandes volumes de dados; | Conhecimento em bancos de dados relacionais e não relacionais; | Conhecimento em APIs REST;",https://upflux.inhire.app/vagas/3bb9a78d-547e-453a-b6eb-251582507afa/engenheiro-de-dados-python-or-pleno,2026-03-16 08:40:02
WARREN,Cientista de dados Pleno | Inflação,Presencial,"Na Warren, confiança é a base de tudo. Nossos clientes sabem, com total transparência, como seus investimentos são geridos, quais as taxas envolvidas e o nível de risco de cada um. Nosso propósito é eliminar o conflito de interesses no mercado de investimentos brasileiro: não somos comissionados pelos produtos sugeridos, garantindo que o perfil e os objetivos de cada cliente estejam no centro de todas as decisões. Se você acredita em ummercado financeiro mais transparente, capaz de oferecer a me...",Databricks | AWS | Lógica de programação | Boa comunicação | SQL,https://warren.inhire.app/vagas/ac27b811-81b6-461f-a5e6-6109f6e17104/cientista-de-dados-pleno-or-inflacao,2026-03-16 08:41:01
CRMBONUS,Gerente de Engenharia de Dados e Governança de Dados,Não informado,Responsabilidades Requisitos Skills Comportamentais,"Experiência consolidada em áreas relacionadas com dados, com atuação em arquiteturas modernas. | Domínio de ferramentas e soluções de integração, processamento e orquestração (ex.: Databricks, Spark, Airflow, DBT, Kafka). | Forte entendimento de estruturas de dados, modelagem, particionamento, performance e pipelines distribuídos. | Experiência prática com governança de dados: catálogo, linhagem, DQ, políticas de acesso, LGPD. | Vivência com cloud (Azure, AWS ou GCP) e boas práticas de FinOps e otimização de custos.",https://crmbonus.inhire.app/vagas/91a7fa0d-8698-4ebe-9a3a-73b771d42b35/gerente-de-engenharia-de-dados-e-governanca-de-dados,2026-03-16 08:43:28
SOLUTIS,Analista de Banco de Dados Sênior | Presencial - Salvador BA,remoto,"Descrição da vagaEstamos em busca de alguém como você, que deseja iniciar uma nova jornada na área de Suporte de Serviços de TI (Banco de Dados) para impactar pessoas, clientes e sociedade. Nós, da Solutis, temos um desafio apaixonante, com o melhor ecossistema de uma Agile Company.Estamos com a posição de Analista de Tecnologia – Banco de Dados que envolve criatividade, proatividade, desenvolvimento ágil e que permite compartilhamento constante de conhecimentos. Somos um mundo plural, que promo...",Não informado,https://solutis.inhire.app/vagas/d7d65bd6-b266-4c74-955b-6e06d5c3b76a/analista-de-banco-de-dados-senior-or-presencial-salvador-ba,2026-03-16 08:44:09
GRUPOTAKING,Analista de Dados Pleno - 26225,Não informado,"Profissional responsável por realizar análises de dados, cruzamento de informações e validações em ambiente de nuvem (GCP), com foco em garantir a integridade, consistência e confiabilidade dos dados corporativos. Atua como elo entre as áreas de negócio e tecnologia, interpretando demandas, executando consultas e apoiando decisões com base em evidências analíticas.  Responsabilidades:",Não informado,https://grupotaking.inhire.app/vagas/60d363db-2aa5-4a8d-90fb-21ec21fe160a/analista-de-dados-pleno-26225,2026-03-16 08:45:35
GRUPOTAKING,Analista de Sustentação N1 - Dados (Azure & DevOps) - Pleno - 26181,Remota,"Estamos em busca de um(a) profissional para garantir a sustentação N1 dos ambientes de dados em Azure, assegurando disponibilidade e performance dos pipelines em produção, monitorando e tratando incidentes com precisão técnica, promovendo otimização e automação contínua, assegurando a integridade e qualidade dos dados e atuando de forma colaborativa com Engenharia, BI e áreas de negócio para entregas consistentes e alinhadas à estratégia da organização. Responsabilidades: - Atuar na sustentação ...",Não informado,https://grupotaking.inhire.app/vagas/5c061055-1865-49bd-98c1-63cffbd055aa/analista-de-sustentacao-n1-dados-azure-and-devops-pleno-26181,2026-03-16 08:45:43
CASHME,Engenheiro de Dados - Sênior,Remota,"Sobre o Desafio Na CashMe, dados não são apenas relatórios, são o motor da nossa tomada de decisão. Estamos buscando uma pessoaEngenheira de Dados Sêniorque assuma compropriedadea nossa plataforma de dados. Nosso ambiente é híbrido: temos uma stack moderna consolidada (Snowflake, dbt, Airflow, AWS), ferramentas de ingestão de mercado (Skyvia, Stitch) e um legado pontual (Pentaho) que precisa ser migrado e desligado.","Graduação em Ciência da Computação, Engenharia da Computação, Sistemas de Informação ou áreas correlatas.",https://cashme.inhire.app/vagas/c22028d6-5dcb-41e8-aa6f-9d2e221be879/engenheiro-de-dados-senior,2026-03-16 08:46:13
ELOGROUP,Líder Técnico de Ciência de Dados,Remota,"No time da EloGroup, o Especialista em ciência de dados tem um papel de referência técnica na execução de projetos. Assim, buscamos alguém para atuar na propagação de conhecimento e resolução de problemas de negócio desde o contexto inicial até a entrega da solução final, sendo liderança do time na execução e direcionando pares. Responsabilidades e atribuições Principais atividades:","Experiência liderando / orientando times de cientistas de dados; | Capacidade de construção de código Python de qualidade, com uso de bibliotecas eficientes, modularização de acordo com as funcionalidades desenvolvidas e documentação; | Experiência com bancos de dados relacionais (SQL); | Experiência com Spark / Pyspark para construção de pipelines de dados de alta volumetria; | Conhecimento sobre ferramental de Cloud Computing (Azure, AWS, GCP);",https://elogroup.inhire.app/vagas/90bf5ccb-adeb-4f8a-8dd4-27523a2e8dad/lider-tecnico-de-ciencia-de-dados,2026-03-16 08:47:16
PROGRAMMERS,Analista de Dados - AWS (Home Office/Brasil),Remota,"NOSSO NEGÓCIO Aqui na Programmers, aceleramos grandes ideias com inovação e tecnologia. Com uma trajetória de mais de 30 anos, o que nos move são os desafios em construir ideias em soluções reais, para que nossos clientes sejam referências no segmento que atuam. Especialistas em desenvolvimento de software e inteligência de dados, temos uma relação de transparência, confiança, credibilidade e reconhecimento neste mercado.","Familiaridade com técnicas de machine learning e sua aplicação na análise de dados; | Experiência com ferramentas de controle de versão, como Git; | Habilidade para trabalhar em ambientes ágeis, como Scrum ou Kanban; | Experiência no mercado financeiro.",https://programmers.inhire.app/vagas/1ac81a9f-f980-473f-8a7d-a87d491a4f6e/analista-de-dados-aws-home-officebrasil,2026-03-16 08:49:46
PROGRAMMERS,Engenheiro de Dados  | Databricks (Home Office/Brasil),Home Office,"NOSSO NEGÓCIO Aqui na Programmers, aceleramos grandes ideias com inovação e tecnologia. Com uma trajetória de mais de 30 anos, o que nos move são os desafios em construir ideias em soluções reais, para que nossos clientes sejam referências no segmento que atuam. Especialistas em desenvolvimento de software e inteligência de dados, temos uma relação de transparência, confiança, credibilidade e reconhecimento neste mercado.",Não informado,https://programmers.inhire.app/vagas/ea603976-a561-4ce2-a368-870558569dea/engenheiro-de-dados-or-databricks-home-officebrasil,2026-03-16 08:50:27
PROGRAMMERS,Engenheiro de Dados AWS (Home Office),Remota,"NOSSO NEGÓCIO Aqui na Programmers, aceleramos grandes ideias com inovação e tecnologia. Com uma trajetória de mais de 30 anos, o que nos move são os desafios em construir ideias em soluções reais, para que nossos clientes sejam referências no segmento que atuam. Especialistas em desenvolvimento de software e inteligência de dados, temos uma relação de transparência, confiança, credibilidade e reconhecimento neste mercado.",Não informado,https://programmers.inhire.app/vagas/ff7b36da-ddcc-4937-bc10-9cde4455e7f0/engenheiro-de-dados-aws-home-office,2026-03-16 08:50:35
CONTAAZUL,Cientista de Dados Especialista| Foco em Produto e ML,Remota,"SOBRE A CONTA AZUL Na Conta Azul, Ciência de Dados é impacto real no produto e no negócio. Buscamos uma pessoa analítica e mão na massa, capaz de transformar modelos de Machine Learning (incluindo LLMs) em soluções que facilitem a vida de milhares de empreendedores. Você terá autonomia para desenvolver, avaliar e colocar modelos em produção, sempre com foco em valor para o cliente. SOBRE O TIME","Experiência sólida em Ciência de Dados com foco em ML aplicado, atuando no ciclo completo de modelos | Vivência prática em treinamento, validação, avaliação e definição de métricas | Experiência com modelos em produção, considerando escalabilidade, custo e performance | Experiência na integração de modelos e/ou LLMs em sistemas reais | Proficiência em Python e SQL",https://contaazul.inhire.app/vagas/cd440879-1a66-49b5-a2d9-16f7365e7f3e/cientista-de-dados-especialistaor-foco-em-produto-e-ml,2026-03-16 09:01:36
CONTAAZUL,Cientista de Dados Sênior| Foco em Produto e ML,Remota,"SOBRE A CONTA AZUL Na Conta Azul, Ciência de Dados é impacto real no produto e no negócio. Buscamos uma pessoa analítica e mão na massa, capaz de transformar modelos de Machine Learning (incluindo LLMs) em soluções que facilitem a vida de milhares de empreendedores. Você terá autonomia para desenvolver, avaliar e colocar modelos em produção, sempre com foco em valor para o cliente. SOBRE O TIME","Experiência sólida em Ciência de Dados com foco em ML aplicado, atuando no ciclo completo de modelos | Vivência prática em treinamento, validação, avaliação e definição de métricas | Experiência com modelos em produção, considerando escalabilidade, custo e performance | Experiência na integração de modelos e/ou LLMs em sistemas reais | Proficiência em Python e SQL",https://contaazul.inhire.app/vagas/127e1249-ce3e-4bfd-8e3e-8b6d2115b53b/cientista-de-dados-senioror-foco-em-produto-e-ml,2026-03-16 09:01:43
TRINNUS,Especialista I - Ciência de Dados/RP 1432203,Presencial,"RP 1432203 - VAGA PARA O SISTEMA FIEB (Salvador) Detalhamento do perfil:O profissional será responsável por desenvolver, manter e orquestrar pipelines automatizados para extração, transformação, limpeza e carga de dados oriundo de diversas fontes e de diversos formatos; criar e estruturar de armazenamento de dados em camadas escaláveis e de alta disponibilidade, que sirvam como fonte de dados para treinamento de modelos de IA ou de consultas de informações para grandes modelos de linguagens; int...","Escolaridade: Ensino Médio Completo, desejável Ensino Superior Completo em Ciência da Computação, Engenharia da Computação ou Sistema de Informação | Conhecimentos técnicos e experiência exigida: Conhecimento em Python, C/C++, banco de dados relacionais, SQL, ferramentas de versionamento de código (Git); Conhecimento em ETL e Estruturas de Dados | Conhecimentos desejáveis: Conhecimento com desenvolvimento backend e integração com API', conceitos de engenharia de software, Machine Learning, Processamento de Linguagem Natural, Engenharia de Prompts, LLM's. DevOps; Conhecimento em inglês",https://trinnus.inhire.app/vagas/4902b1f2-a1ab-4292-a1f5-5c0aef985f50/especialista-i-ciencia-de-dadosrp-1432203,2026-03-16 09:02:47
VOCEDM,Ciência de Dados | Coordenador(a) de Business Intelligence,Home Office,"A missão 💼 Liderar  a participação do time de Business Intelligence nas Squads de produtos gerando análises estratégicas que suportem a tomada de decisão da companhia, desenvolvendo painéis para acompanhamento de indicadores e garantindo a qualidade, integridade e disponibilidade dos dados. O coordenador de BI irá atuar de forma consultiva junto às áreas de negócio, promovendo uma cultura data-driven e liderando iniciativas que ampliem o valor gerado por dados. O seu desafio será 🚀",Não informado,https://vocedm.inhire.app/vagas/1b39f64a-b205-4f27-b8c9-dacd241f778a/ciencia-de-dados-or-coordenadora-de-business-intelligence,2026-03-16 09:04:33
